olinkID	UNIPROT	TargetFullName	Target	uniprot_gn_symbol	entrezgene_id	entrezgene_accession	hgnc_id	hgnc_symbol	external_gene_name	gene_biotype	CHR	START_hg19	END_hg19	strand_hg19	START_hg38	END_hg38	strand_hg38	uniprot_gn_id
OID40135	Q9H114	Cystatin-like 1	CSTL1	CSTL1	128817	CSTL1	HGNC:15958	CSTL1	CSTL1	protein_coding	20	23420322	23425567	+	23426104	23461207	+	Q9H114
OID40136	Q5HYN5	Cancer/testis antigen family 45 member A1	CT45A1	CT45A1	541466	CT45A1	HGNC:33267	CT45A1	CT45A1	protein_coding	X	134847185	134856988	+	135713639	135723539	+	Q5HYN5
OID40137	O15194	CTD small phosphatase-like protein	CTDSPL	CTDSPL	10217	CTDSPL	HGNC:16890	CTDSPL	CTDSPL	protein_coding	3	37903669	38025960	+	37861880	37984469	+	O15194
OID40138	Q9UI47	Catenin alpha-3	CTNNA3	CTNNA3	29119	CTNNA3	HGNC:2511	CTNNA3	CTNNA3	protein_coding	10	67679725	69455949	-	65912457	67763637	-	Q9UI47
OID40139	O60716	Catenin delta-1	CTNND1	CTNND1	1500	CTNND1	HGNC:2515	CTNND1	CTNND1	protein_coding	11	57520715	57586652	+	57753243	57819546	+	O60716
OID40140	Q5NE16	Putative inactive cathepsin L-like protein CTSL3P	CTSL3P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OID40141	Q9P2B4	CTTNBP2 N-terminal-like protein	CTTNBP2NL	CTTNBP2NL	55917	CTTNBP2NL	HGNC:25330	CTTNBP2NL	CTTNBP2NL	protein_coding	1	112938800	113003786	+	112396214	112461164	+	Q9P2B4
OID40142	Q14999	Cullin-7	CUL7	CUL7	9820	CUL7	HGNC:21024	CUL7	CUL7	protein_coding	6	43005355	43021683	-	43037617	43058185	-	Q14999
OID40143	Q69YN2	CWF19-like protein 1	CWF19L1	CWF19L1	55280	CWF19L1	HGNC:25613	CWF19L1	CWF19L1	protein_coding	10	101992055	102027437	-	100232298	100267680	-	Q69YN2
OID40144	P0DPH9	Uncharacterized protein CXorf51B	CXorf51B	CXorf51B	100133053	CXorf51B	HGNC:42787	CXorf51B	CXorf51B	protein_coding	X	145891302	145891929	+	146809771	146810411	+	P0DPH9
OID40145	Q14093	Cylicin-2	CYLC2	CYLC2	1539	CYLC2	HGNC:2583	CYLC2	CYLC2	protein_coding	9	105757593	105780770	+	102995311	103018488	+	Q14093
OID40146	A8MQ03	Cysteine-rich tail protein 1	CYSRT1	CYSRT1	375791	CYSRT1	HGNC:30529	CYSRT1	CYSRT1	protein_coding	9	140119644	140120763	+	137225174	137226315	+	A8MQ03
OID40147	O75553	Disabled homolog 1	DAB1	DAB1	1600	DAB1	HGNC:2661	DAB1	DAB1	protein_coding	1	57463579	59012446	-	56994778	58546734	-	O75553
OID40148	Q5VWQ8	Disabled homolog 2-interacting protein	DAB2IP	DAB2IP	153090	DAB2IP	HGNC:17294	DAB2IP	DAB2IP	protein_coding	9	124329399	124547809	+	121567057	121785530	+	Q5VWQ8
OID40149	Q5T6F0	DDB1- and CUL4-associated factor 12	DCAF12	DCAF12	25853	DCAF12	HGNC:19911	DCAF12	DCAF12	protein_coding	9	34086381	34126771	-	34086387	34127399	-	Q5T6F0
OID40150	A2VCK2	Doublecortin domain-containing protein 2B	DCDC2B	DCDC2B	149069	DCDC2B	HGNC:32576	DCDC2B	DCDC2B	protein_coding	1	32674695	32681797	+	32209089	32216192	+	A2VCK2
OID40151	Q9C098	Serine/threonine-protein kinase DCLK3	DCLK3	DCLK3	85443	DCLK3	HGNC:19005	DCLK3	DCLK3	protein_coding	3	36753913	36781352	-	36712421	36764553	-	Q9C098
OID40152	Q8WTU0	Protein DDI1 homolog 1	DDI1	DDI1	414301	DDI1	HGNC:18961	DDI1	DDI1	protein_coding	11	103907308	103909922	+	104036640	104039196	+	Q8WTU0
OID40153	P35638	DNA damage-inducible transcript 3 protein	DDIT3	DDIT3	1649	DDIT3	HGNC:2726	DDIT3	DDIT3	protein_coding	12	57910371	57914300	-	57516588	57521737	-	P35638
OID40154	Q6ZN54	Differentially expressed in FDCP 8 homolog	DEF8	DEF8	54849	DEF8	HGNC:25969	DEF8	DEF8	protein_coding	16	90015139	90034468	+	89948697	89968060	+	Q6ZN54
OID40155	Q5TB30	DEP domain-containing protein 1A	DEPDC1	DEPDC1	55635	DEPDC1	HGNC:22949	DEPDC1	DEPDC1	protein_coding	1	68939835	68962799	-	68474152	68497221	-	Q5TB30
OID40156	Q05D60	Deuterosome assembly protein 1	DEUP1	DEUP1	159989	DEUP1	HGNC:26344	DEUP1	DEUP1	protein_coding	11	93063156	93171636	+	93329971	93438487	+	Q05D60
OID40157	Q9Y2E4	Disco-interacting protein 2 homolog C	DIP2C	DIP2C	22982	DIP2C	HGNC:29150	DIP2C	DIP2C	protein_coding	10	320130	735608	-	274201	689668	-	Q9Y2E4
OID40158	Q8IYB7	DIS3-like exonuclease 2	DIS3L2	DIS3L2	129563	DIS3L2	HGNC:28648	DIS3L2	DIS3L2	protein_coding	2	232826293	233208678	+	231961245	232344350	+	Q8IYB7
OID40159	Q155Q3	Dixin	DIXDC1	DIXDC1	85458	DIXDC1	HGNC:23695	DIXDC1	DIXDC1	protein_coding	11	111797868	111893307	+	111927144	112022653	+	Q155Q3
OID40160	Q6UYE1	Leukemia-associated protein 7	DLEU7	DLEU7	220107	DLEU7	HGNC:17567	DLEU7	DLEU7	protein_coding	13	51286759	51417885	-	50695648	50843939	-	NA
OID40161	O60479	Homeobox protein DLX-3	DLX3	DLX3	1747	DLX3	HGNC:2916	DLX3	DLX3	protein_coding	17	48067369	48072588	-	49990005	49995224	-	O60479
OID40162	Q5HYR2	Doublesex- and mab-3-related transcription factor C1	DMRTC1	DMRTC1	728656	DMRTC1B	HGNC:31686	DMRTC1	DMRTC1	protein_coding	X	NA	NA	NA	72776890	72848803	+	NA
OID40163	Q9NVR5	Protein kintoun	DNAAF2	DNAAF2	55172	DNAAF2	HGNC:20188	DNAAF2	DNAAF2	protein_coding	14	50091892	50101948	-	49625174	49635244	-	Q9NVR5
OID40164	Q8WXU2	Dynein axonemal assembly factor 4	DNAAF4	DNAAF4	161582	DNAAF4	HGNC:21493	DNAAF4	DNAAF4	protein_coding	15	55702723	55800432	-	55410525	55508234	-	Q8WXU2
OID40165	Q9NQM4	Dynein axonemal assembly factor 6	DNAAF6	DNAAF6	139212	DNAAF6	HGNC:28570	DNAAF6	DNAAF6	protein_coding	X	106449862	106487473	+	107206611	107244247	+	Q9NQM4
OID40166	Q96DT5	Dynein axonemal heavy chain 11	DNAH11	DNAH11	8701	DNAH11	HGNC:2942	DNAH11	DNAH11	protein_coding	7	21582833	21941186	+	21543039	21901839	+	Q96DT5
OID40167	Q8WXX0	Dynein axonemal heavy chain 7	DNAH7	DNAH7	56171	DNAH7	HGNC:18661	DNAH7	DNAH7	protein_coding	2	196602427	196933536	-	195737703	196068837	-	Q8WXX0
OID40168	Q9NYC9	Dynein axonemal heavy chain 9	DNAH9	DNAH9	1770	DNAH9	HGNC:2953	DNAH9	DNAH9	protein_coding	17	11501748	11873065	+	11598470	11969748	+	Q9NYC9
OID40169	Q9NZQ0	DnaJ homolog subfamily C member 27	DNAJC27	DNAJC27	51277	DNAJC27	HGNC:30290	DNAJC27	DNAJC27	protein_coding	2	25166505	25194963	-	24943636	24972094	-	Q9NZQ0
OID40170	O14645	Axonemal dynein light intermediate polypeptide 1	DNALI1	DNALI1	7802	DNALI1	HGNC:14353	DNALI1	DNALI1	protein_coding	1	38022520	38032458	+	37556919	37566857	+	O14645
OID40171	Q9BU89	Deoxyhypusine hydroxylase	DOHH	DOHH	83475	DOHH	HGNC:28662	DOHH	DOHH	protein_coding	19	3490819	3500938	-	3490821	3500674	-	Q9BU89
OID40172	Q18PE1	Protein Dok-7	DOK7	DOK7	285489	DOK7	HGNC:26594	DOK7	DOK7	protein_coding	4	3465033	3496209	+	3463306	3501473	+	Q18PE1
OID40173	Q9Y3R5	Protein dopey-2	DOP1B	DOP1B	9980	DOP1B	HGNC:1291	DOP1B	DOP1B	protein_coding	21	37536839	37666572	+	36156782	36294274	+	Q9Y3R5
OID40174	Q7L190	Developmental pluripotency-associated protein 4	DPPA4	DPPA4	55211	DPPA4	HGNC:19200	DPPA4	DPPA4	protein_coding	3	109044988	109056419	-	109326144	109337546	-	Q7L190
OID40175	Q96MC2	Dynein regulatory complex protein 1	DRC1	DRC1	92749	DRC1	HGNC:24245	DRC1	DRC1	protein_coding	2	26624784	26679579	+	26401920	26456711	+	Q96MC2
OID40176	Q9H069	Dynein regulatory complex subunit 3	DRC3	DRC3	83450	DRC3	HGNC:25384	DRC3	DRC3	protein_coding	17	17876127	17920189	+	17972813	18016889	+	Q9H069
OID40177	A6NNA5	Dorsal root ganglia homeobox protein	DRGX	DRGX	644168	DRGX	HGNC:21536	DRGX	DRGX	protein_coding	10	50574161	50604062	-	49364066	49396089	-	A6NNA5
OID40178	Q6ZMT9	Death domain-containing protein 1	DTHD1	DTHD1	401124	DTHD1	HGNC:37261	DTHD1	DTHD1	protein_coding	4	36283237	36346407	+	36281616	36347511	+	Q6ZMT9
OID40179	Q6P1R4	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like	DUS1L	DUS1L	64118	DUS1L	HGNC:30086	DUS1L	DUS1L	protein_coding	17	80015748	80023697	-	82057506	82065887	-	Q6P1R4
OID40180	Q9NX74	tRNA-dihydrouridine(20) synthase [NAD(P)+]-like	DUS2	DUS2	54920	DUS2	HGNC:26014	DUS2	DUS2	protein_coding	16	68056847	68113226	+	67987746	68079320	+	Q9NX74
OID40181	Q96G46	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like	DUS3L	DUS3L	56931	DUS3L	HGNC:26920	DUS3L	DUS3L	protein_coding	19	5785153	5791249	-	5784005	5791225	-	Q96G46
OID40182	Q9NR20	Dual specificity tyrosine-phosphorylation-regulated kinase 4	DYRK4	DYRK4	8798	DYRK4	HGNC:3095	DYRK4	DYRK4	protein_coding	12	4671370	4723041	+	4562208	4615302	+	Q9NR20
OID40183	Q9NVP4	Double zinc ribbon and ankyrin repeat-containing protein 1	DZANK1	DZANK1	55184	DZANK1	HGNC:15858	DZANK1	DZANK1	protein_coding	20	18364011	18447829	-	18383367	18467281	-	Q9NVP4
OID40184	O95905	Protein ecdysoneless homolog	ECD	ECD	11319	ECD	HGNC:17029	ECD	ECD	protein_coding	10	74894282	74927853	-	73133668	73169055	-	O95905
OID40185	Q5VYK3	Proteasome adapter and scaffold protein ECM29	ECPAS	ECPAS	23392	ECPAS	HGNC:29020	NA	ECPAS	protein_coding	9	114122973	114247025	-	111360685	111484745	-	R4GMY3
OID40186	Q8WWZ3	Ectodysplasin-A receptor-associated adapter protein	EDARADD	EDARADD	128178	EDARADD	HGNC:14341	EDARADD	EDARADD	protein_coding	1	236557680	236648008	+	236348257	236502915	+	Q8WWZ3
OID40187	Q8IY85	EF-hand calcium-binding domain-containing protein 13	EFCAB13	EFCAB13	124989	EFCAB13	HGNC:26864	EFCAB13	EFCAB13	protein_coding	17	45401142	45518677	+	47323290	47441312	+	Q8IY85
OID40188	Q9H9B1	Histone-lysine N-methyltransferase EHMT1	EHMT1	EHMT1	79813	EHMT1	HGNC:24650	EHMT1	EHMT1	protein_coding	9	140513444	140730578	+	137618992	137870016	+	Q9H9B1
OID40189	Q9Y6B2	EP300-interacting inhibitor of differentiation 1	EID1	EID1	23741	EID1	HGNC:1191	EID1	EID1	protein_coding	15	49170290	49172380	+	48878134	48880173	+	Q9Y6B2
OID40190	Q9BQI3	Eukaryotic translation initiation factor 2-alpha kinase 1	EIF2AK1	EIF2AK1	27102	EIF2AK1	HGNC:24921	EIF2AK1	EIF2AK1	protein_coding	7	6061878	6098860	-	6022247	6059175	-	Q9BQI3
OID40191	Q13144	Translation initiation factor eIF-2B subunit epsilon	EIF2B5	EIF2B5	8893	EIF2B5	HGNC:3261	EIF2B5	EIF2B5	protein_coding	3	183852810	183863099	+	184135038	184146127	+	Q13144
OID40192	Q7L2H7	Eukaryotic translation initiation factor 3 subunit M	EIF3M	EIF3M	10480	EIF3M	HGNC:24460	EIF3M	EIF3M	protein_coding	11	32605313	32624037	+	32583798	32606264	+	Q7L2H7
OID40193	Q6IS14	Eukaryotic translation initiation factor 5A-1-like	EIF5AL1	EIF5AL1	143244	EIF5AL1	HGNC:17419	EIF5AL1	EIF5AL1	protein_coding	10	81272357	81276192	+	79512533	79516440	+	Q6IS14
OID40194	Q9UKW6	ETS-related transcription factor Elf-5	ELF5	ELF5	2001	ELF5	HGNC:3320	ELF5	ELF5	protein_coding	11	34500342	34535347	-	34478791	34525193	-	Q9UKW6
OID40195	Q9NPA0	ER membrane protein complex subunit 7	EMC7	EMC7	56851	EMC7	HGNC:24301	EMC7	EMC7	protein_coding	15	34376224	34394053	-	34084017	34101862	-	Q9NPA0
OID40196	Q96AY2	Crossover junction endonuclease EME1	EME1	EME1	146956	EME1	HGNC:24965	EME1	EME1	protein_coding	17	48450581	48458820	+	50373220	50381483	+	Q96AY2
OID40197	O00423	Echinoderm microtubule-associated protein-like 1	EML1	EML1	2009	EML1	HGNC:3330	EML1	EML1	protein_coding	14	100204069	100408395	+	99737693	99942060	+	O00423
OID40198	P19622	Homeobox protein engrailed-2	EN2	EN2	2020	EN2	HGNC:3343	EN2	EN2	protein_coding	7	155250824	155257526	+	155458129	155464831	+	P19622
OID40199	O94919	Endonuclease domain-containing 1 protein	ENDOD1	ENDOD1	23052	ENDOD1	HGNC:29129	ENDOD1	ENDOD1	protein_coding	11	94822974	94865815	+	95089846	95132645	+	O94919
OID40200	Q96L91	E1A-binding protein p400	EP400	EP400	57634	EP400	HGNC:11958	NA	EP400	protein_coding	12	132434465	132565011	+	131949942	132080460	+	A0A8V8TRJ5
OID40201	Q6ZTU2	Putative EP400-like protein	EP400P1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OID40202	Q99814	Endothelial PAS domain-containing protein 1	EPAS1	EPAS1	2034	EPAS1	HGNC:3374	EPAS1	EPAS1	protein_coding	2	46524541	46613842	+	46293667	46386697	+	Q99814
OID40203	P29320	Ephrin type-A receptor 3	EPHA3	EPHA3	2042	EPHA3	HGNC:3387	EPHA3	EPHA3	protein_coding	3	89156674	89531284	+	89107621	89482134	+	P29320
OID40204	Q2NKX8	DNA excision repair protein ERCC-6-like	ERCC6L	ERCC6L	54821	ERCC6L	HGNC:20794	ERCC6L	ERCC6L	protein_coding	X	71424507	71458858	-	72204657	72239027	-	Q2NKX8
OID40205	P11308	Transcriptional regulator ERG	ERG	ERG	2078	ERG	HGNC:3446	ERG	ERG	protein_coding	21	39739183	40033704	-	38380027	38661780	-	P11308
OID40206	A8K979	ERI1 exoribonuclease 2	ERI2	ERI2	112479	ERI2	HGNC:30541	ERI2	ERI2	protein_coding	16	20791515	20911561	-	20780193	20900349	-	A8K979
OID40207	P43268	ETS translocation variant 4	ETV4	ETV4	2118	ETV4	HGNC:3493	ETV4	ETV4	protein_coding	17	41605211	41623800	-	43527844	43579620	-	P43268
OID40208	Q9UI08	Ena/VASP-like protein	EVL	EVL	51466	EVL	HGNC:20234	EVL	EVL	protein_coding	14	100438151	100610573	+	99971449	100144236	+	Q9UI08
OID40209	A8MZ36	Envoplakin-like protein	EVPLL	EVPLL	645027	EVPLL	HGNC:35236	EVPLL	EVPLL	protein_coding	17	18281079	18292960	+	18377778	18389647	+	A8MZ36
OID40210	Q03828	Homeobox even-skipped homolog protein 2	EVX2	EVX2	344191	EVX2	HGNC:3507	EVX2	EVX2	protein_coding	2	176944835	176948690	-	176077472	176083962	-	Q03828
OID40212	Q9NQT4	Exosome complex component RRP46	EXOSC5	EXOSC5	56915	EXOSC5	HGNC:24662	EXOSC5	EXOSC5	protein_coding	19	41892276	41903256	-	41386371	41397362	-	Q9NQT4
OID40213	Q8NEV8	Exophilin-5	EXPH5	EXPH5	23086	EXPH5	HGNC:30578	EXPH5	EXPH5	protein_coding	11	108376158	108464374	-	108505435	108593768	-	Q8NEV8
OID40214	P0DMU3	FAM231A/C-like protein LOC102723383	F231L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OID40215	Q6SJ93	Serine protease FAM111B	FAM111B	FAM111B	374393	FAM111B	HGNC:24200	FAM111B	FAM111B	protein_coding	11	58874658	58894888	+	59107185	59127412	+	Q6SJ93
OID40216	Q9NX05	Constitutive coactivator of PPAR-gamma-like protein 2	FAM120C	FAM120C	54954	FAM120C	HGNC:16949	FAM120C	FAM120C	protein_coding	X	54094757	54209714	-	54068324	54183281	-	Q9NX05
OID40217	Q8NE31	Protein FAM13C	FAM13C	FAM13C	220965	FAM13C	HGNC:19371	FAM13C	FAM13C	protein_coding	10	61005889	61122661	-	59246130	59363181	-	Q8NE31
OID40218	Q9UHL3	Protein FAM153A	FAM153A	FAM153A	285596	FAM153A	HGNC:29940	FAM153A	FAM153A	protein_coding	5	177138237	177210399	-	177707981	177784435	-	Q9UHL3
OID40219	Q6J272	Protein FAM166A	FAM166A	CIMIP2A	401565	CIMIP2A	HGNC:33818	CIMIP2A	CIMIP2A	protein_coding	9	140138037	140142222	-	137243584	137247770	-	NA
OID40220	Q96KS9	Protein FAM167A	FAM167A	FAM167A	83648	FAM167A	HGNC:15549	FAM167A	FAM167A	protein_coding	8	11278973	11324276	-	11421476	11475908	-	Q96KS9
OID40221	A6NMN3	Protein FAM170B	FAM170B	FAM170B	170370	FAM170B	HGNC:19736	FAM170B	FAM170B	protein_coding	10	50339201	50342065	-	49131154	49134021	-	A6NMN3
OID40222	A6PVY3	Protein FAM177B	FAM177B	FAM177B	400823	FAM177B	HGNC:34395	FAM177B	FAM177B	protein_coding	1	222910558	222924002	+	222737202	222751004	+	A6PVY3
OID40223	Q9ULE4	Protein FAM184B	FAM184B	FAM184B	27146	FAM184B	HGNC:29235	FAM184B	FAM184B	protein_coding	4	17633709	17783135	-	17629306	17781621	-	Q9ULE4
OID40224	Q8IYM0	Protein FAM186B	FAM186B	FAM186B	84070	FAM186B	HGNC:25296	FAM186B	FAM186B	protein_coding	12	49976658	49999433	-	49582885	49605639	-	Q8IYM0
OID40225	Q96PV7	Protein FAM193B	FAM193B	FAM193B	54540	FAM193B	HGNC:25524	FAM193B	FAM193B	protein_coding	5	176946790	176981548	-	177519789	177554586	-	Q96PV7
OID40226	Q8WU58	Protein FAM222B	FAM222B	FAM222B	55731	FAM222B	HGNC:25563	FAM222B	FAM222B	protein_coding	17	27082996	27169841	-	28755980	28855232	-	Q8WU58
OID40227	F5H4B4	Protein FAM227A	FAM227A	FAM227A	646851	FAM227A	HGNC:44197	FAM227A	FAM227A	protein_coding	22	38974125	39052634	-	38578118	38656629	-	F5H4B4
OID40228	Q86W67	Protein FAM228A	FAM228A	FAM228A	653140	FAM228A	HGNC:34418	FAM228A	FAM228A	protein_coding	2	24397531	24414567	+	24172798	24200849	+	Q86W67
OID40229	Q96LP2	Protein FAM81B	FAM81B	FAM81B	153643	FAM81B	HGNC:26335	FAM81B	FAM81B	protein_coding	5	94727048	94786144	+	95391366	95450454	+	Q96LP2
OID40230	Q9BQN1	Protein FAM83C	FAM83C	FAM83C	128876	FAM83C	HGNC:16121	FAM83C	FAM83C	protein_coding	20	33873534	33880225	-	35285731	35292425	-	Q9BQN1
OID40231	O94887	FERM, ARHGEF and pleckstrin domain-containing protein 2	FARP2	FARP2	9855	FARP2	HGNC:16460	FARP2	FARP2	protein_coding	2	242295664	242434256	+	241356285	241494841	+	O94887
OID40232	Q6PCT2	F-box/LRR-repeat protein 19	FBXL19	FBXL19	54620	FBXL19	HGNC:25300	FBXL19	FBXL19	protein_coding	16	30934392	30960104	+	30923055	30948783	+	Q6PCT2
OID40233	Q9UJT9	F-box/LRR-repeat protein 7	FBXL7	FBXL7	23194	FBXL7	HGNC:13604	FBXL7	FBXL7	protein_coding	5	15500305	15939900	+	15500180	15939795	+	Q9UJT9
OID40234	Q5XUX0	F-box only protein 31	FBXO31	FBXO31	79791	FBXO31	HGNC:16510	FBXO31	FBXO31	protein_coding	16	87362942	87425708	-	87326987	87392142	-	Q5XUX0
OID40235	Q9NWN3	F-box only protein 34	FBXO34	FBXO34	55030	FBXO34	HGNC:20201	FBXO34	FBXO34	protein_coding	14	55738021	55820329	+	55271344	55370053	+	Q9NWN3
OID40236	Q9UH90	F-box only protein 40	FBXO40	FBXO40	51725	FBXO40	HGNC:29816	FBXO40	FBXO40	protein_coding	3	121312170	121349139	+	121593379	121630295	+	Q9UH90
OID40237	Q6P3S6	F-box only protein 42	FBXO42	FBXO42	54455	FBXO42	HGNC:29249	FBXO42	FBXO42	protein_coding	1	16576559	16678948	-	16246840	16352480	-	Q6P3S6
OID40238	O14526	F-BAR domain only protein 1	FCHO1	FCHO1	23149	FCHO1	HGNC:29002	FCHO1	FCHO1	protein_coding	19	17858527	17899377	+	17747718	17788568	+	O14526
OID40239	O94868	F-BAR and double SH3 domains protein 2	FCHSD2	FCHSD2	9873	FCHSD2	HGNC:29114	FCHSD2	FCHSD2	protein_coding	11	72547790	72853143	-	72836745	73142318	-	O94868
OID40240	P22570	NADPH:adrenodoxin oxidoreductase, mitochondrial	FDXR	FDXR	2232	FDXR	HGNC:3642	NA	FDXR	protein_coding	17	72858619	72869156	-	74862497	74873031	-	J3KRG8
OID40241	P05230	Fibroblast growth factor 1	FGF1	FGF1	2246	FGF1	HGNC:3665	FGF1	FGF1	protein_coding	5	141971743	142077635	-	142592178	142698070	-	P05230
OID40242	B1AJZ9	Forkhead-associated domain-containing protein 1	FHAD1	FHAD1	114827	FHAD1	HGNC:29408	FHAD1	FHAD1	protein_coding	1	15573768	15726778	+	15236521	15400283	+	B1AJZ9
OID40243	Q2V2M9	FH1/FH2 domain-containing protein 3	FHOD3	FHOD3	80206	FHOD3	HGNC:26178	FHOD3	FHOD3	protein_coding	18	33877702	34360018	+	36297713	36780220	+	Q2V2M9
OID40244	Q7Z7B0	Filamin-A-interacting protein 1	FILIP1	FILIP1	27145	FILIP1	HGNC:21015	FILIP1	FILIP1	protein_coding	6	76004607	76203496	-	75291859	75493800	-	Q7Z7B0
OID40245	Q96Q35	Flagellum-associated coiled-coil domain-containing protein 1	FLACC1	FLACC1	130540	FLACC1	HGNC:14439	FLACC1	FLACC1	protein_coding	2	202153147	202222121	-	201288271	201357398	-	Q96Q35
OID40246	Q8NFG4	Folliculin	FLCN	FLCN	201163	FLCN	HGNC:27310	FLCN	FLCN	protein_coding	17	17115527	17140502	-	17202649	17237188	-	Q8NFG4
OID40247	Q96M66	Putative uncharacterized protein FLJ32790	YP010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OID40248	P55316	Forkhead box protein G1	FOXG1	FOXG1	2290	FOXG1	HGNC:3811	FOXG1	FOXG1	protein_coding	14	29236278	29239483	+	28766787	28770277	+	P55316
OID40249	Q12952	Forkhead box protein L1	FOXL1	FOXL1	2300	FOXL1	HGNC:3817	FOXL1	FOXL1	protein_coding	16	86612115	86615304	+	86578549	86583478	+	Q12952
OID40250	O15353	Forkhead box protein N1	FOXN1	FOXN1	8456	FOXN1	HGNC:12765	FOXN1	FOXN1	protein_coding	17	26833278	26865175	+	28506243	28538900	+	O15353
OID40251	Q8IVH2	Forkhead box protein P4	FOXP4	FOXP4	116113	FOXP4	HGNC:20842	FOXP4	FOXP4	protein_coding	6	41514164	41570122	+	41546381	41602384	+	Q8IVH2
OID40252	Q96NE9	FERM domain-containing protein 6	FRMD6	FRMD6	122786	FRMD6	HGNC:19839	FRMD6	FRMD6	protein_coding	14	51955839	52197444	+	51489100	51730727	+	Q96NE9
OID40253	Q9BZ67	FERM domain-containing protein 8	FRMD8	FRMD8	83786	FRMD8	HGNC:25462	FRMD8	FRMD8	protein_coding	11	65154041	65180995	+	65367438	65426513	+	Q9BZ67
OID40254	Q5SYB0	FERM and PDZ domain-containing protein 1	FRMPD1	FRMPD1	22844	FRMPD1	HGNC:29159	FRMPD1	FRMPD1	protein_coding	9	37651052	37746901	+	37650954	37746904	+	Q5SYB0
OID40255	Q6IN97	Putative protein FRMPD2-like	FRMPD2B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OID40256	Q5CZC0	Fibrous sheath-interacting protein 2	FSIP2	FSIP2	401024	FSIP2	HGNC:21675	FSIP2	FSIP2	protein_coding	2	186603355	186698016	+	185738804	185833290	+	Q5CZC0
OID40257	Q96I24	Far upstream element-binding protein 3	FUBP3	FUBP3	8939	FUBP3	HGNC:4005	FUBP3	FUBP3	protein_coding	9	133454960	133513739	+	130579577	130638352	+	Q96I24
OID40258	O00144	Frizzled-9	FZD9	FZD9	8326	FZD9	HGNC:4047	FZD9	FZD9	protein_coding	7	72848109	72850450	+	73433778	73436120	+	O00144
OID40259	Q2WGN9	GRB2-associated-binding protein 4	GAB4	GAB4	128954	GAB4	HGNC:18325	GAB4	GAB4	protein_coding	22	17442827	17489112	-	16961936	17008222	-	Q2WGN9
OID40260	O14976	Cyclin-G-associated kinase	GAK	GAK	2580	GAK	HGNC:4113	GAK	GAK	protein_coding	4	843065	926174	-	849276	932373	-	O14976
OID40261	Q8TET4	Neutral alpha-glucosidase C	GANC	GANC	2595	GANC	HGNC:4139	GANC	GANC	protein_coding	15	42565856	42645864	+	42273201	42353666	+	Q8TET4
OID40262	O95995	Dynein regulatory complex subunit 4	GAS8	GAS8	2622	GAS8	HGNC:4166	GAS8	GAS8	protein_coding	16	90086069	90111379	+	90019629	90044975	+	O95995
OID40263	Q92538	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1	GBF1	GBF1	8729	GBF1	HGNC:4181	GBF1	GBF1	protein_coding	10	104005255	104142656	+	102245371	102382899	+	Q92538
OID40264	Q8N9F7	Lysophospholipase D GDPD1	GDPD1	GDPD1	284161	GDPD1	HGNC:20883	GDPD1	GDPD1	protein_coding	17	57297828	57353330	+	59220467	59275970	+	Q8N9F7
OID40265	Q9UJY4	ADP-ribosylation factor-binding protein GGA2	GGA2	GGA2	23062	GGA2	HGNC:16064	GGA2	GGA2	protein_coding	16	23474863	23521815	-	23463542	23521995	-	Q9UJY4
OID40266	Q9Y6H8	Gap junction alpha-3 protein	GJA3	GJA3	2700	GJA3	HGNC:4277	GJA3	GJA3	protein_coding	13	20712395	20735183	-	20138255	20161052	-	Q9Y6H8
OID40267	Q5VSY0	G kinase-anchoring protein 1	GKAP1	GKAP1	80318	GKAP1	HGNC:17496	GKAP1	GKAP1	protein_coding	9	86354336	86444431	-	83739425	83829516	-	Q5VSY0
OID40268	Q53GS7	mRNA export factor GLE1	GLE1	GLE1	2733	GLE1	HGNC:4315	GLE1	GLE1	protein_coding	9	131266971	131304580	+	128504655	128543874	+	Q53GS7
OID40269	Q9NZD2	Glycolipid transfer protein	GLTP	GLTP	51228	GLTP	HGNC:24867	GLTP	GLTP	protein_coding	12	110288748	110318293	-	109850945	109880541	-	Q9NZD2
OID40270	Q9UKD1	Glucocorticoid modulatory element-binding protein 2	GMEB2	GMEB2	26205	GMEB2	HGNC:4371	GMEB2	GMEB2	protein_coding	20	62218955	62258381	-	63587602	63627101	-	Q9UKD1
OID40271	A6NEF3	Putative golgin subfamily A member 6-like protein 3	GOLGA6L4	GOLGA6L4	643707	GOLGA6L4	HGNC:27256	GOLGA6L4	GOLGA6L4	protein_coding	15	84904525	84914120	+	84235773	84245358	+	NA
