SeqId	SomaId	UNIPROT	Target	TargetFullName	EntrezGeneID	EntrezGeneSymbol	uniprot_gn_symbol	entrezgene_id	entrezgene_accession	hgnc_id	hgnc_symbol	external_gene_name	gene_biotype	CHR	START_hg19	END_hg19	strand_hg19	START_hg38	END_hg38	strand_hg38	uniprot_gn_id
10527-22	SL013075	Q08211	DHX9	ATP-dependent RNA helicase A	1660	DHX9	DHX9	1660	DHX9	HGNC:2750	DHX9	DHX9	protein_coding	1	182808439	182857117	+	182839347	182887982	+	Q08211
10528-2	SL008734	P16444	DPEP1	Dipeptidase 1	1800	DPEP1	DPEP1	1800	DPEP1	HGNC:3002	DPEP1	DPEP1	protein_coding	16	89679716	89704839	+	89613308	89638456	+	P16444
10530-8	SL016414	P28072	PSB6	Proteasome subunit beta type-6	5694	PSMB6	PSMB6	5694	PSMB6	HGNC:9543	PSMB6	PSMB6	protein_coding	17	4699439	4701798	+	4796144	4798502	+	P28072
10531-18	SL010845	P01111	RASN	GTPase NRas	4893	NRAS	NRAS	4893	NRAS	HGNC:7989	NRAS	NRAS	protein_coding	1	115247085	115259515	-	114704469	114716771	-	P01111
10534-40	SL025953	P09874	PARP:BRCT domain	Poly [ADP-ribose] polymerase 1:BRCA1 C-terminal:BRCA1 C-terminus domian	142	PARP1	PARP1	142	PARP1	HGNC:270	PARP1	PARP1	protein_coding	1	226548392	226595801	-	226360210	226408154	-	P09874
10535-25	SL018731	Q02221	CX6A2	Cytochrome c oxidase subunit 6A2, mitochondrial	1339	COX6A2	COX6A2	1339	COX6A2	HGNC:2279	COX6A2	COX6A2	protein_coding	16	31439052	31439749	-	31427731	31428360	-	Q02221
10539-30	SL014293	Q8TCZ2	C99L2	CD99 antigen-like protein 2	83692	CD99L2	CD99L2	83692	CD99L2	HGNC:18237	CD99L2	CD99L2	protein_coding	X	149934809	150067289	-	150766336	150898816	-	Q8TCZ2
10546-2	SL012744	Q8WU66	TSEAR	Thrombospondin-type laminin G domain and EAR repeat-containing protein	54084	TSPEAR	TSPEAR	54084	TSPEAR	HGNC:1268	TSPEAR	TSPEAR	protein_coding	21	45917775	46131495	-	44497893	44711572	-	Q8WU66
10550-37	SL004132	O00238	BMP RIB	Bone morphogenetic protein receptor type-1B	658	BMPR1B	BMPR1B	658	BMPR1B	HGNC:1077	BMPR1B	BMPR1B	protein_coding	4	95679128	96079601	+	94757955	95158448	+	O00238
10551-7	SL007008	O43561	LAT	Linker for activation of T-cells family member 1	27040	LAT	LAT	27040	LAT	HGNC:18874	LAT	LAT	protein_coding	16	28995526	29002104	+	28984826	28990784	+	O43561
10552-88	SL017983	O43908	NKG2F	NKG2-F type II integral membrane protein	8302	KLRC4	KLRC4	8302	KLRC4	HGNC:6377	KLRC4	KLRC4	protein_coding	12	10559983	10562356	-	10407384	10409757	-	O43908
10553-8	SL017988	Q8NFQ8	TOIP2	Torsin-1A-interacting protein 2	163590	TOR1AIP2	TOR1AIP2	163590	TOR1AIP2	HGNC:24055	TOR1AIP2	TOR1AIP2	protein_coding	1	179809102	179846941	-	179839967	179877803	-	Q8NFQ8
10554-23	SL009072	P16278	BGAL	Beta-galactosidase	2720	GLB1	GLB1	NA	GLB1	HGNC:4298	GLB1	GLB1	protein_coding	3	33038100	33138694	-	32996609	33097202	-	C9J539
10557-6	SL018003	Q8N6K0	TEX29	Testis-expressed sequence 29 protein	121793	TEX29	TEX29	121793	TEX29	HGNC:20370	TEX29	TEX29	protein_coding	13	111973015	111996594	+	111316184	111344249	+	Q8N6K0
10558-26	SL008436	Q9HC56	PCDH9	Protocadherin-9	5101	PCDH9	PCDH9	5101	PCDH9	HGNC:8661	PCDH9	PCDH9	protein_coding	13	66876966	67804468	-	66302834	67230445	-	Q9HC56
10560-1	SL025895	Q9NQX7	ITM2C:N-term	Integral membrane protein 2C:N-term	81618	ITM2C	ITM2C	81618	ITM2C	HGNC:6175	ITM2C	ITM2C	protein_coding	2	231729621	231743963	+	230864639	230879248	+	Q9NQX7
10561-5	SL004512	Q96LB9	PGRP-I-alpha	Peptidoglycan recognition protein 3	114771	PGLYRP3	PGLYRP3	114771	PGLYRP3	HGNC:30014	PGLYRP3	PGLYRP3	protein_coding	1	153270338	153283194	-	153297116	153312952	-	Q96LB9
10562-42	SL015086	Q8NC67	NETO2	Neuropilin and tolloid-like protein 2	81831	NETO2	NETO2	81831	NETO2	HGNC:14644	NETO2	NETO2	protein_coding	16	47115431	47177936	-	47077703	47143945	-	Q8NC67
10563-13	SL018021	Q7Z3D4	LYSM3	LysM and putative peptidoglycan-binding domain-containing protein 3	116068	LYSMD3	LYSMD3	116068	LYSMD3	HGNC:26969	LYSMD3	LYSMD3	protein_coding	5	89811445	89825401	-	90515611	90529584	-	Q7Z3D4
10565-19	SL017951	O94933	SLIK3	SLIT and NTRK-like protein 3	22865	SLITRK3	SLITRK3	22865	SLITRK3	HGNC:23501	SLITRK3	SLITRK3	protein_coding	3	164904508	164914469	-	165186720	165197109	-	O94933
10569-28	SL012443	P55001	MFAP2	Microfibrillar-associated protein 2	4237	MFAP2	MFAP2	4237	MFAP2	HGNC:7033	MFAP2	MFAP2	protein_coding	1	17300999	17308081	-	16974502	16980632	-	P55001
10571-14	SL018096	P26572	MGAT1	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	4245	MGAT1	MGAT1	4245	MGAT1	HGNC:7044	MGAT1	MGAT1	protein_coding	5	180217541	180242541	-	180784780	180815652	-	P26572
10572-65	SL012372	O60676	CST8	Cystatin-8	10047	CST8	CST8	10047	CST8	HGNC:2480	CST8	CST8	protein_coding	20	23471766	23476655	+	23491101	23496010	+	O60676
10574-10	SL000283	P61769	b2-Microglobulin	Beta-2-microglobulin	567	B2M	B2M	567	B2M	HGNC:914	B2M	B2M	protein_coding	15	45003685	45010357	+	44711358	44718851	+	P61769
10575-31	SL018139	Q9UHX1	PUF60	Poly(U)-binding-splicing factor PUF60	22827	PUF60	PUF60	22827	PUF60	HGNC:17042	PUF60	PUF60	protein_coding	8	144898514	144911556	-	143816344	143830709	-	Q9UHX1
10576-7	SL025965	Q6UX71	PXDC2:ECD	Plexin domain-containing protein 2:Extracellular domain	84898	PLXDC2	PLXDC2	84898	PLXDC2	HGNC:21013	PLXDC2	PLXDC2	protein_coding	10	20105372	20569115	+	19816239	20289856	+	Q6UX71
10580-14	SL012586	Q6UW10	SFTA2	Surfactant-associated protein 2	389376	SFTA2	SFTA2	389376	SFTA2	HGNC:18386	SFTA2	SFTA2	protein_coding	6	30899127	30899952	-	30931353	30955636	-	Q6UW10
10582-36	SL018286	Q9H5K3	SG196	Protein O-mannose kinase	84197	POMK	POMK	84197	POMK	HGNC:26267	POMK	POMK	protein_coding	8	42948649	42978323	+	43093498	43131180	+	Q9H5K3
10583-1	SL018282	Q6UXF1	TM108	Transmembrane protein 108	66000	TMEM108	TMEM108	66000	TMEM108	HGNC:28451	TMEM108	TMEM108	protein_coding	3	132757171	133116619	+	133038391	133397775	+	Q6UXF1
10584-7	SL018289	O43181	NDUS4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	4724	NDUFS4	NDUFS4	4724	NDUFS4	HGNC:7711	NDUFS4	NDUFS4	protein_coding	5	52856465	52979171	+	53560633	53683338	+	O43181
10588-39	SL011395	Q9UNP4	SIAT9	Lactosylceramide alpha-2,3-sialyltransferase	8869	ST3GAL5	ST3GAL5	8869	ST3GAL5	HGNC:10872	ST3GAL5	ST3GAL5	protein_coding	2	86066271	86116157	-	85837120	85905199	-	Q9UNP4
10589-7	SL018354	Q5VY80	RET1L	Retinoic acid early transcript 1L protein	154064	RAET1L	RAET1L	154064	RAET1L	HGNC:16798	RAET1L	RAET1L	protein_coding	6	150341266	150346668	-	150018334	150025532	-	Q5VY80
10600-24	SL017410	O14967	CLGN	Calmegin	1047	CLGN	CLGN	1047	CLGN	HGNC:2060	CLGN	CLGN	protein_coding	4	141309607	141348815	-	140388453	140427661	-	O14967
10603-1	SL012419	P15516	HIS3	Histatin-3	3347	HTN3	HTN3	3347	HTN3	HGNC:5284	HTN3	HTN3	protein_coding	4	70894130	70902255	+	70028455	70036538	+	P15516
10605-22	SL004748	Q9HDC9	APMAP	Adipocyte plasma membrane-associated protein	57136	APMAP	APMAP	57136	APMAP	HGNC:13238	APMAP	APMAP	protein_coding	20	24943580	24973425	-	24962925	24992751	-	Q9HDC9
10606-34	SL026012	Q5JTV8	TOIP1:Perinuclear	Torsin-1A-interacting protein 1:Perinuclear domain	26092	TOR1AIP1	TOR1AIP1	26092	TOR1AIP1	HGNC:29456	TOR1AIP1	TOR1AIP1	protein_coding	1	179851177	179889212	+	179882042	179920077	+	Q5JTV8
10608-9	SL012418	P15515	HIS1	Histatin-1	3346	HTN1	HTN1	3346	HTN1	HGNC:5283	HTN1	HTN1	protein_coding	4	70916159	70924559	+	70050438	70058848	+	P15515
10612-18	SL008694	O60568	PLOD3	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3	8985	PLOD3	PLOD3	8985	PLOD3	HGNC:9083	PLOD3	PLOD3	protein_coding	7	100849258	100861011	-	101205977	101218420	-	O60568
10613-33	SL018589	Q6P4E1	CASC4	Protein CASC4	113201	GOLM2	GOLM2	113201	GOLM2	HGNC:24892	GOLM2	GOLM2	protein_coding	15	44580909	44707959	+	44288719	44415758	+	Q6P4E1
10615-18	SL008066	P25189	MYP0	Myelin protein P0	4359	MPZ	MPZ	4359	MPZ	HGNC:7225	MPZ	MPZ	protein_coding	1	161274525	161279762	-	161304735	161309968	-	P25189
10616-67	SL017477	Q9NZ53	PDXL2	Podocalyxin-like protein 2	50512	PODXL2	PODXL2	50512	PODXL2	HGNC:17936	PODXL2	PODXL2	protein_coding	3	127348002	127391653	+	127629185	127672802	+	Q9NZ53
10618-190	SL004439	P98164	megalin	Low-density lipoprotein receptor-related protein 2	4036	LRP2	LRP2	4036	LRP2	HGNC:6694	LRP2	LRP2	protein_coding	2	169983619	170219122	-	169127109	169362534	-	P98164
10620-21	SL000548	P08118	PSP-94	Beta-microseminoprotein	4477	MSMB	MSMB	4477	MSMB	HGNC:7372	MSMB	MSMB	protein_coding	10	51549553	51562518	+	46033307	46048180	-	P08118
10621-26	SL018592	Q569H4	PRR16	Protein Largen	51334	PRR16	PRR16	51334	PRR16	HGNC:29654	PRR16	PRR16	protein_coding	5	119800019	120022964	+	120464300	120790778	+	Q569H4
10623-19	SL025933	P15941	MUC1:region 1	Mucin-1:region 1	4582	MUC1	MUC1	NA	MUC1	HGNC:7508	MUC1	MUC1	protein_coding	1	155158300	155162706	-	155185824	155192916	-	A0A087WVJ0
10624-45	SL018582	Q1W4C9	ISK13	Serine protease inhibitor Kazal-type 13	153218	SPINK13	SPINK13	153218	SPINK13	HGNC:27200	SPINK13	SPINK13	protein_coding	5	147648282	147665773	+	148268180	148286255	+	Q1W4C9
10626-116	SL018611	Q8NDV1	SIA7C	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	256435	ST6GALNAC3	ST6GALNAC3	256435	ST6GALNAC3	HGNC:19343	ST6GALNAC3	ST6GALNAC3	protein_coding	1	76540389	77096669	+	76074746	76634603	+	Q8NDV1
10627-87	SL007366	Q06481	APLP2	Amyloid-like protein 2	334	APLP2	APLP2	334	APLP2	HGNC:598	APLP2	APLP2	protein_coding	11	129939716	130014706	+	130068147	130144811	+	Q06481
10630-5	SL007633	Q9BUP3	HTAI2	Oxidoreductase HTATIP2	10553	HTATIP2	HTATIP2	10553	HTATIP2	HGNC:16637	HTATIP2	HTATIP2	protein_coding	11	20385231	20405329	+	20363685	20383782	+	Q9BUP3
10631-9	SL007962	O15173	PGRC2	Membrane-associated progesterone receptor component 2	10424	PGRMC2	PGRMC2	10424	PGRMC2	HGNC:16089	PGRMC2	PGRMC2	protein_coding	4	129190392	129209984	-	128269237	128288829	-	O15173
10636-1	SL025932	Q8TD46	MO2R1:CD	Cell surface glycoprotein CD200 receptor 1:Isoform 4, Cytoplasmic Domain	131450	CD200R1	CD200R1	131450	CD200R1	HGNC:24235	CD200R1	CD200R1	protein_coding	3	112641532	112693937	-	112921205	112975103	-	Q8TD46
10637-50	SL025903	Q6UXG2	K1324:ECD	UPF0577 protein KIAA1324:Extracellular domain	57535	ELAPOR1	ELAPOR1	57535	ELAPOR1	HGNC:29618	ELAPOR1	ELAPOR1	protein_coding	1	109656585	109749403	+	109113679	109206781	+	Q6UXG2
10638-1	SL018685	Q9BSI4	TINF2	TERF1-interacting nuclear factor 2	26277	TINF2	TINF2	26277	TINF2	HGNC:11824	TINF2	TINF2	protein_coding	14	24708851	24711880	-	24238286	24242663	-	Q9BSI4
10643-16	SL025948	Q96PB7	NOE3:C-term	Noelin-3:Isoform 2, C-term	118427	OLFM3	OLFM3	118427	OLFM3	HGNC:17990	OLFM3	OLFM3	protein_coding	1	102268127	102462790	-	101802560	101996926	-	Q96PB7
10647-18	SL017894	Q8N9N2	ASCC1	Activating signal cointegrator 1 complex subunit 1	51008	ASCC1	ASCC1	51008	ASCC1	HGNC:24268	ASCC1	ASCC1	protein_coding	10	73855790	73976892	-	72096032	72217134	-	Q8N9N2
10663-42	SL018014	O15503	INSI1	Insulin-induced gene 1 protein	3638	INSIG1	INSIG1	3638	INSIG1	HGNC:6083	INSIG1	INSIG1	protein_coding	7	155089486	155101945	+	155297776	155310235	+	O15503
10666-7	SL012791	Q9UJJ9	GNPTG	N-acetylglucosamine-1-phosphotransferase subunit gamma	84572	GNPTG	GNPTG	84572	GNPTG	HGNC:23026	GNPTG	GNPTG	protein_coding	16	1401900	1413352	+	1351931	1365737	+	Q9UJJ9
10667-78	SL018036	Q5T7R7	CA185	Uncharacterized protein C1orf185	284546	C1orf185	C1orf185	284546	C1orf185	HGNC:28096	C1orf185	C1orf185	protein_coding	1	51567906	51613754	+	51102221	51148086	+	Q5T7R7
10668-5	SL007377	Q12846	STX4	Syntaxin-4	6810	STX4	STX4	6810	STX4	HGNC:11439	STX4	STX4	protein_coding	16	31044416	31051488	+	31032889	31042975	+	Q12846
10670-26	SL010470	O15041	Semaphorin 3E	Semaphorin-3E	9723	SEMA3E	SEMA3E	9723	SEMA3E	HGNC:10727	SEMA3E	SEMA3E	protein_coding	7	82993222	83278479	-	83363238	83649139	-	O15041
10672-75	SL004483	P07988	SP-B	Pulmonary surfactant-associated protein B	6439	SFTPB	SFTPB	6439	SFTPB	HGNC:10801	SFTPB	SFTPB	protein_coding	2	85884440	85895864	-	85657314	85668741	-	P07988
10675-223	SL018343	Q9Y320	TMX2	Thioredoxin-related transmembrane protein 2	51075	TMX2	TMX2	51075	TMX2	HGNC:30739	TMX2	TMX2	protein_coding	11	57479995	57508445	+	57712580	57742987	+	Q9Y320
10677-9	SL007990	O95168	NDUB4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	4710	NDUFB4	NDUFB4	4710	NDUFB4	HGNC:7699	NDUFB4	NDUFB4	protein_coding	3	120315128	120321258	+	120596328	120602507	+	O95168
10693-43	SL025910	A4D1S0	KLRG2:C-term	Killer cell lectin-like receptor subfamily G member 2:C-term	346689	KLRG2	KLRG2	346689	KLRG2	HGNC:24778	KLRG2	KLRG2	protein_coding	7	139138088	139168457	-	139452690	139483673	-	A4D1S0
10695-12	SL012662	Q8IUB3	WF10B	Protein WFDC10B	280664	WFDC10B	WFDC10B	280664	WFDC10B	HGNC:20479	WFDC10B	WFDC10B	protein_coding	20	44313290	44333658	-	45684651	45705019	-	Q8IUB3
10699-52	SL018603	Q07954	LRP1	Prolow-density lipoprotein receptor-related protein 1	4035	LRP1	LRP1	4035	LRP1	HGNC:6692	LRP1	LRP1	protein_coding	12	57522282	57607125	+	57128483	57213361	+	Q07954
10700-10	SL025885	Q5DX21	IGS11:CD	Immunoglobulin superfamily member 11:Cytoplasmic domain	152404	IGSF11	IGSF11	152404	IGSF11	HGNC:16669	IGSF11	IGSF11	protein_coding	3	118619479	118864898	-	118900557	119146068	-	Q5DX21
10702-1	SL012521	Q2UY09	COSA1	Collagen alpha-1(XXVIII) chain	340267	COL28A1	COL28A1	340267	COL28A1	HGNC:22442	COL28A1	COL28A1	protein_coding	7	7398244	7575460	-	7356203	7535873	-	Q2UY09
10703-203	SL006737	Q9H7L9	SDS3	Sin3 histone deacetylase corepressor complex component SDS3	64426	SUDS3	SUDS3	64426	SUDS3	HGNC:29545	SUDS3	SUDS3	protein_coding	12	118814358	118855840	+	118376555	118418033	+	Q9H7L9
10704-91	SL018605	Q12912	LRMP	Lymphoid-restricted membrane protein	4033	IRAG2	IRAG2	NA	IRAG2	HGNC:6690	IRAG2	IRAG2	protein_coding	12	25205181	25261269	+	25004342	25108335	+	G3V3C2
10705-14	SL018611	Q8NDV1	SIA7C	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	256435	ST6GALNAC3	ST6GALNAC3	256435	ST6GALNAC3	HGNC:19343	ST6GALNAC3	ST6GALNAC3	protein_coding	1	76540389	77096669	+	76074746	76634603	+	Q8NDV1
10708-3	SL007007	O43555	GON2	Progonadoliberin-2	2797	GNRH2	GNRH2	2797	GNRH2	HGNC:4420	GNRH2	GNRH2	protein_coding	20	3024268	3026391	+	3043622	3045747	+	O43555
10710-23	SL012618	Q6X784	ZPBP2	Zona pellucida-binding protein 2	124626	ZPBP2	ZPBP2	124626	ZPBP2	HGNC:20678	ZPBP2	ZPBP2	protein_coding	17	38024455	38034149	+	39868202	39877896	+	Q6X784
10713-151	SL017073	A8K4G0	CLM7	CMRF35-like molecule 7	124599	CD300LB	CD300LB	124599	CD300LB	HGNC:30811	CD300LB	CD300LB	protein_coding	17	72517313	72527613	-	74521174	74531475	-	A8K4G0
10714-7	SL000269	P12821	ACE	Angiotensin-converting enzyme	1636	ACE	ACE	1636	ACE	HGNC:2707	ACE	ACE	protein_coding	17	61554422	61599203	+	63477061	63521848	+	P12821
10716-35	SL010942	Q16401	PSMD5	26S proteasome non-ATPase regulatory subunit 5	5711	PSMD5	PSMD5	5711	PSMD5	HGNC:9563	PSMD5	PSMD5	protein_coding	9	123578332	123605299	-	120815496	120842951	-	Q16401
10722-13	SL025912	P43405	KSYK:Protein Kinase	Tyrosine-protein kinase SYK:Protein kinase domain	6850	SYK	SYK	6850	SYK	HGNC:11491	SYK	SYK	protein_coding	9	93564012	93660842	+	90801787	90898549	+	P43405
10731-10	SL018028	Q8IZT8	HS3S5	Heparan sulfate glucosamine 3-O-sulfotransferase 5	222537	HS3ST5	HS3ST5	222537	HS3ST5	HGNC:19419	HS3ST5	HS3ST5	protein_coding	6	114376750	114663540	-	114055596	114343023	-	Q8IZT8
10734-339	SL018126	Q9H3Q3	G3ST2	Galactose-3-O-sulfotransferase 2	64090	GAL3ST2	GAL3ST2	64090	GAL3ST2	HGNC:24869	GAL3ST2	GAL3ST2	protein_coding	2	242716240	242743702	+	241776822	241804287	+	Q9H3Q3
10737-96	SL005397	P30740	Serpin B1	Leukocyte elastase inhibitor	1992	SERPINB1	SERPINB1	1992	SERPINB1	HGNC:3311	SERPINB1	SERPINB1	protein_coding	6	2832566	2842283	-	2832332	2841959	-	P30740
10738-11	SL004460	Q9UBX5	fibulin 5	Fibulin-5	10516	FBLN5	FBLN5	10516	FBLN5	HGNC:3602	FBLN5	FBLN5	protein_coding	14	92335755	92414046	-	91869411	91947987	-	Q9UBX5
10741-22	SL002684	P09603	CSF-1	Macrophage colony-stimulating factor 1	1435	CSF1	CSF1	1435	CSF1	HGNC:2432	CSF1	CSF1	protein_coding	1	110453233	110473616	+	109910242	109930992	+	P09603
10743-13	SL008760	Q96PX8	SLIK1	SLIT and NTRK-like protein 1	114798	SLITRK1	SLITRK1	114798	SLITRK1	HGNC:20297	SLITRK1	SLITRK1	protein_coding	13	84451343	84456528	-	83877205	83882474	-	Q96PX8
10746-24	SL009412	Q9UBP4	DKK3	Dickkopf-related protein 3	27122	DKK3	DKK3	27122	DKK3	HGNC:2893	DKK3	DKK3	protein_coding	11	11984543	12031316	-	11956207	12009769	-	Q9UBP4
10748-216	SL018468	Q9Y5E7	PCDB2	Protocadherin beta-2	56133	PCDHB2	PCDHB2	56133	PCDHB2	HGNC:8687	PCDHB2	PCDHB2	protein_coding	5	140474237	140476964	+	141094615	141098703	+	Q9Y5E7
10752-8	SL018591	Q8N8U2	CDYL2	Chromodomain Y-like protein 2	124359	CDYL2	CDYL2	124359	CDYL2	HGNC:23030	CDYL2	CDYL2	protein_coding	16	80637676	80838175	-	80597907	80804598	-	Q8N8U2
10753-31	SL018585	Q9H2U9	ADAM7	Disintegrin and metalloproteinase domain-containing protein 7	8756	ADAM7	ADAM7	8756	ADAM7	HGNC:214	ADAM7	ADAM7	protein_coding	8	24298509	24384483	+	24440930	24526970	+	Q9H2U9
10754-113	SL005237	Q9HC23	Prokineticin-2	Prokineticin-2	60675	PROK2	PROK2	60675	PROK2	HGNC:18455	PROK2	PROK2	protein_coding	3	71820806	71834357	-	71771655	71785206	-	Q9HC23
10756-34	SL012761	Q969E3	UCN3	Urocortin-3	114131	UCN3	UCN3	114131	UCN3	HGNC:17781	UCN3	UCN3	protein_coding	10	5406976	5416169	+	5364966	5374692	+	Q969E3
10758-2	SL012375	O60938	KERA	Keratocan	11081	KERA	KERA	11081	KERA	HGNC:6309	KERA	KERA	protein_coding	12	91444271	91452131	-	91050491	91058024	-	O60938
10760-107	SL018367	P48058	GRIA4	Glutamate receptor 4	2893	GRIA4	GRIA4	2893	GRIA4	HGNC:4574	GRIA4	GRIA4	protein_coding	11	105480800	105852819	+	105609535	105982090	+	P48058
10761-5	SL006541	Q15363	TMED2	Transmembrane emp24 domain-containing protein 2	10959	TMED2	TMED2	10959	TMED2	HGNC:16996	TMED2	TMED2	protein_coding	12	124069076	124082688	+	123584533	123598582	+	Q15363
10762-2	SL025911	A4D1S0	KLRG2:N-term	Killer cell lectin-like receptor subfamily G member 2:N-term	346689	KLRG2	KLRG2	346689	KLRG2	HGNC:24778	KLRG2	KLRG2	protein_coding	7	139138088	139168457	-	139452690	139483673	-	A4D1S0
10767-52	SL018836	Q8IZP9	GPR64	G-protein coupled receptor 64	10149	ADGRG2	ADGRG2	10149	ADGRG2	HGNC:4516	ADGRG2	ADGRG2	protein_coding	X	19007425	19140755	-	18989307	19122637	-	Q8IZP9
10772-21	SL017976	Q8N6G5	CGAT2	Chondroitin sulfate N-acetylgalactosaminyltransferase 2	55454	CSGALNACT2	CSGALNACT2	55454	CSGALNACT2	HGNC:24292	CSGALNACT2	CSGALNACT2	protein_coding	10	43633893	43680754	+	43138445	43185302	+	Q8N6G5
10780-10	SL008723	O95716	RAB3D	Ras-related protein Rab-3D	9545	RAB3D	RAB3D	9545	RAB3D	HGNC:9779	RAB3D	RAB3D	protein_coding	19	11432722	11450344	-	11322068	11346270	-	O95716
10781-19	SL008886	Q6UXB4	CLC4G	C-type lectin domain family 4 member G	339390	CLEC4G	CLEC4G	339390	CLEC4G	HGNC:24591	CLEC4G	CLEC4G	protein_coding	19	7793843	7797057	-	7728957	7745662	-	Q6UXB4
10785-8	SL018337	Q8N7C0	LRC52	Leucine-rich repeat-containing protein 52	440699	LRRC52	LRRC52	440699	LRRC52	HGNC:32156	LRRC52	LRRC52	protein_coding	1	165513478	165533185	+	165544000	165563957	+	Q8N7C0
10798-4	SL018456	Q496F6	CLM2	CMRF35-like molecule 2	342510	CD300E	CD300E	342510	CD300E	HGNC:28874	CD300E	CD300E	protein_coding	17	72606022	72619897	-	74609885	74623738	-	Q496F6
10800-15	SL003668	P50454	Collagen-binding protein	Serpin H1	871	SERPINH1	SERPINH1	871	SERPINH1	HGNC:1546	SERPINH1	SERPINH1	protein_coding	11	75273101	75283849	+	75562056	75572783	+	P50454
10801-11	SL004843	O43921	Ephrin-A2	Ephrin-A2	1943	EFNA2	EFNA2	1943	EFNA2	HGNC:3222	EFNA2	EFNA2	protein_coding	19	1286153	1301429	+	1285873	1301431	+	O43921
10809-14	SL018479	Q12918	KLRB1	Killer cell lectin-like receptor subfamily B member 1	3820	KLRB1	KLRB1	3820	KLRB1	HGNC:6373	KLRB1	KLRB1	protein_coding	12	9747870	9760497	-	9594551	9607916	-	Q12918
10814-7	SL016708	P06126	CD1A	T-cell surface glycoprotein CD1a	909	CD1A	CD1A	909	CD1A	HGNC:1634	CD1A	CD1A	protein_coding	1	158223927	158228058	+	158254424	158258269	+	P06126
10815-2	SL018601	Q5JVS0	HABP4	Intracellular hyaluronan-binding protein 4	22927	HABP4	HABP4	22927	HABP4	HGNC:17062	HABP4	HABP4	protein_coding	9	99212414	99253618	+	96450169	96491336	+	Q5JVS0
10816-150	SL022717	Q9UKJ1	PILRA isoform FDF03-M14	Paired immunoglobulin-like type 2 receptor alpha isoform FDF03-M14	29992	PILRA	PILRA	29992	PILRA	HGNC:20396	PILRA	PILRA	protein_coding	7	99971068	99997722	+	100367530	100420722	+	Q9UKJ1
10817-26	SL018588	Q6UXN7	TO20L	TOMM20-like protein 1	387990	TOMM20L	TOMM20L	387990	TOMM20L	HGNC:33752	TOMM20L	TOMM20L	protein_coding	14	58862644	58875419	+	58395928	58408702	+	Q6UXN7
10818-36	SL008921	P17405	ASM	Sphingomyelin phosphodiesterase	6609	SMPD1	SMPD1	6609	SMPD1	HGNC:11120	SMPD1	SMPD1	protein_coding	11	6411644	6416228	+	6390473	6394998	+	P17405
10819-108	SL004461	P23142	fibulin 1	Fibulin-1	2192	FBLN1	FBLN1	2192	FBLN1	HGNC:3600	FBLN1	FBLN1	protein_coding	22	45898719	45997014	+	45502238	45601135	+	P23142
10825-12	SL018584	Q8N0Z9	VSI10	V-set and immunoglobulin domain-containing protein 10	54621	VSIG10	VSIG10	54621	VSIG10	HGNC:26078	VSIG10	VSIG10	protein_coding	12	118501398	118541810	-	118063593	118104011	-	Q8N0Z9
10827-67	SL018590	P0C6S8	LIGO3	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3	645191	LINGO3	LINGO3	645191	LINGO3	HGNC:21206	LINGO3	LINGO3	protein_coding	19	2289774	2308156	-	2287164	2308154	-	P0C6S8
10830-5	SL025899	O75071	K0494:N-term	EF-hand calcium-binding domain-containing protein 14:N-term	9813	EFCAB14	EFCAB14	9813	EFCAB14	HGNC:29051	EFCAB14	EFCAB14	protein_coding	1	47124359	47184736	-	46674659	46719146	-	O75071
10832-24	SL018597	Q9UBX8	B4GT6	Beta-1,4-galactosyltransferase 6	9331	B4GALT6	B4GALT6	9331	B4GALT6	HGNC:929	B4GALT6	B4GALT6	protein_coding	18	29202209	29264686	-	31622246	31685836	-	Q9UBX8
10833-64	SL012788	Q96QV1	HHIP	Hedgehog-interacting protein	64399	HHIP	HHIP	64399	HHIP	HGNC:14866	HHIP	HHIP	protein_coding	4	145567148	145659881	+	144646156	144745271	+	Q96QV1
10835-25	SL018593	Q9UNA3	A4GCT	Alpha-1,4-N-acetylglucosaminyltransferase	51146	A4GNT	A4GNT	51146	A4GNT	HGNC:17968	A4GNT	A4GNT	protein_coding	3	137842560	137851229	-	138123713	138132390	-	Q9UNA3
10842-7	SL018620	Q9P109	GCNT4	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4	51301	GCNT4	GCNT4	51301	GCNT4	HGNC:17973	GCNT4	GCNT4	protein_coding	5	74323289	74326724	-	74917726	75052558	-	Q9P109
10847-1	SL018624	Q6ZMC9	SIG15	Sialic acid-binding Ig-like lectin 15	284266	SIGLEC15	SIGLEC15	284266	SIGLEC15	HGNC:27596	SIGLEC15	SIGLEC15	protein_coding	18	43405545	43422521	+	45825675	45844094	+	Q6ZMC9
